Gameid,Player,Team,Game number,Game Version,TeamId,Lane,Poste,Champion,Kills,Deaths,Assists,KDA,ChampLevel,Win,item0,item1,item2,item3,item4,item5,item6,Gold Earn,TotalDmgDealtoChamp,TotalDmgTaken,TotalHeal,LongestTimeAlive,Ennemy_CC,CS Kill,Jungle Minions Kills,Minions Kill,visionScore,visionWardsBoughtInGame,wardsplaced,wardskilled,detectorWardsPlaced,timePlayed,Branch1,Branch2,perk0,perk1,perk2,perk3,perk4,perk5,defense,flex,offense,summoner1Id,summoner2Id,Ban 1 ally,Ban 2 ally,Ban 3 ally,Ban 4 ally,Ban 5 ally,Ban 1 ennemy,Ban 2 ennemy,Ban 3 ennemy,Ban 4 ennemy,Ban 5 ennemy,Nb Kill Team,First blood,Nb Drake Team,First Drake,Nb Herald Team,First Herald,Nb Baron Team,First Baron,Nb Inib Team,First Inib,Nb Tower Team,First Tower,Nb Kill oposing Team,Nb drake Oposing Team,Nb Herald Oposing team,Nb Baron oposing team,Nb Inib Oposing team,Nb Tower Oposing Team,skillshotsDodged,quickCleanse,soloKills,laneMinionsFirst10Minutes,goldPerMinute,gameLength
EUW1_7298392052,Lyncas,Team Vitality,15.3.654.407,CLASSIC,100,JUNGLE,JUNGLE,Pantheon,8,1,8,16.0,15,True,3071,0,6610,1011,3105,2422,3364,10794,14993,28773,17599,1189,18,33,142,175,22,2,6,4,2,23.883333333333333,8000,8300,8010,9111,9105,8017,8304,8347,5001,5008,5005,11,4,119,35,72,234,157,163,24,-1,800,107,41,True,2,True,1,1,0,False,2,True,10,True,14,0,0,0,0,2,162,0,0,1,451.81385451016064,1433.497915756
EUW1_7298186140,Lyncas,Team Vitality,15.3.654.407,CLASSIC,100,JUNGLE,JUNGLE,Vi,5,6,16,3.5,18,True,3071,2055,0,3078,3110,3174,3364,13449,16762,35313,13132,433,29,36,187,223,50,16,15,7,12,33.38333333333333,8000,8300,8010,9111,9104,8017,8304,8347,5001,5008,5005,11,4,110,-1,166,7,234,555,-1,81,72,800,46,True,2,False,0,0,1,True,2,True,10,True,30,3,1,0,0,3,39,0,0,1,402.83739303950074,2003.1817735410002
EUW1_7298102453,Lyncas,Team Vitality,15.3.654.407,CLASSIC,200,MIDDLE,JUNGLE,Pantheon,5,9,12,1.89,16,True,3071,0,3143,3111,6610,0,3364,11970,19156,59239,24765,440,22,11,147,158,51,12,13,7,10,39.03333333333333,8000,8300,8010,9111,9105,8014,8304,8347,5013,5008,5005,11,4,234,81,39,72,777,234,72,799,84,27,47,True,4,True,0,0,0,False,2,True,7,True,42,1,1,2,1,7,111,0,1,1,306.62586899305387,2342.297173453
EUW1_7297208297,Lyncas,Team Vitality,15.3.654.407,CLASSIC,200,JUNGLE,JUNGLE,Vi,3,7,6,1.29,14,False,3044,2022,3111,1037,1028,3078,3364,8350,12824,25631,9406,349,20,2,122,124,25,6,10,0,6,22.633333333333333,8100,8000,9923,8143,8140,8106,9111,9104,5013,5008,5005,11,4,234,110,800,-1,107,-1,800,30,157,37,11,False,1,True,0,0,0,False,0,False,1,False,33,1,1,0,1,9,4,0,3,0,368.8582367498633,1358.321322108
EUW1_7297131414,Lyncas,Team Vitality,15.3.654.407,CLASSIC,200,NONE,JUNGLE,Lillia,4,2,8,6.0,12,True,0,0,2420,6653,3111,0,3513,8299,10741,21009,15013,325,14,9,132,141,17,2,6,1,2,18.483333333333334,8000,8300,8010,9111,9105,8017,8304,8347,5001,5008,5008,11,4,42,234,112,-1,429,517,143,35,-1,55,22,True,1,False,1,1,0,False,0,False,5,True,13,1,0,0,0,1,23,0,2,1,448.95663520639744,1109.156181899
EUW1_7296817671,Lyncas,Team Vitality,15.3.654.407,CLASSIC,200,NONE,JUNGLE,Lillia,5,0,6,11,12,True,2420,0,6653,3158,3116,0,3513,8824,12423,24779,19030,0,17,18,138,156,21,4,7,2,4,17.4,8000,8300,8010,9111,9105,8017,8304,8347,5001,5008,5008,11,4,234,78,777,40,85,800,126,526,887,72,20,True,1,False,1,1,0,False,0,False,4,True,8,1,0,0,0,1,6,0,1,10,506.8615643584917,1044.616545807
EUW1_7296432789,Lyncas,Team Vitality,15.3.654.407,CLASSIC,200,MIDDLE,JUNGLE,Lillia,9,3,11,6.67,18,True,3171,0,3157,6653,3116,1057,3364,14918,33519,53332,31156,437,41,53,212,265,39,6,9,6,6,30.883333333333333,8000,8300,8010,9111,9105,8017,8304,8347,5001,5008,5008,11,4,7,68,110,119,234,81,112,234,7,799,32,True,4,True,1,1,1,True,3,True,11,True,21,1,0,0,0,3,35,0,0,4,482.8808821153756,1853.6733812670002
EUW1_7295709525,Lyncas,Team Vitality,15.3.654.407,CLASSIC,100,JUNGLE,JUNGLE,Vi,1,6,3,0.67,12,False,3047,0,3078,2022,3044,1037,3364,8215,8729,24618,8726,487,18,20,132,152,41,7,9,7,6,25.066666666666666,8100,8000,9923,8143,8140,8106,9111,9104,5001,5008,5005,11,4,81,92,234,166,555,112,157,800,799,110,10,True,0,False,0,0,0,False,0,False,1,True,20,4,1,0,0,4,21,0,0,1,327.49790279389515,1505.0549623220002
EUW1_7295629273,Lyncas,Team Vitality,15.3.654.407,CLASSIC,100,JUNGLE,JUNGLE,Zyra,4,6,10,2.33,15,False,3020,1011,3157,1082,6653,1052,3364,10904,29809,28841,8719,938,56,30,168,198,31,5,8,2,5,31.6,8200,8000,8229,8275,8210,8232,9105,8017,5001,5010,5008,11,4,60,10,62,166,72,28,134,86,10,112,21,False,1,False,0,0,0,False,0,False,1,False,34,3,1,1,3,11,9,0,0,0,345.0215780203951,1896.3949769580001
EUW1_7295379417,Lyncas,Team Vitality,15.3.654.407,CLASSIC,100,JUNGLE,JUNGLE,XinZhao,7,5,13,4.0,15,False,3748,1028,3123,6692,3133,3111,3364,11624,20412,36396,19404,531,28,27,163,190,26,4,6,3,3,27.5,8000,8300,8010,9111,9105,8017,8304,8347,5001,5008,5005,11,4,77,119,234,126,105,39,19,234,72,800,24,False,1,False,0,0,0,False,0,False,1,False,27,2,1,1,2,9,104,0,2,2,422.5801150770106,1650.4660210210002
