Gameid,Player,Team,Game number,Game Version,TeamId,Lane,Poste,Champion,Kills,Deaths,Assists,KDA,ChampLevel,Win,item0,item1,item2,item3,item4,item5,item6,Gold Earn,TotalDmgDealtoChamp,TotalDmgTaken,TotalHeal,LongestTimeAlive,Ennemy_CC,CS Kill,Jungle Minions Kills,Minions Kill,visionScore,visionWardsBoughtInGame,wardsplaced,wardskilled,detectorWardsPlaced,timePlayed,Branch1,Branch2,perk0,perk1,perk2,perk3,perk4,perk5,defense,flex,offense,summoner1Id,summoner2Id,Ban 1 ally,Ban 2 ally,Ban 3 ally,Ban 4 ally,Ban 5 ally,Ban 1 ennemy,Ban 2 ennemy,Ban 3 ennemy,Ban 4 ennemy,Ban 5 ennemy,Nb Kill Team,First blood,Nb Drake Team,First Drake,Nb Herald Team,First Herald,Nb Baron Team,First Baron,Nb Inib Team,First Inib,Nb Tower Team,First Tower,Nb Kill oposing Team,Nb drake Oposing Team,Nb Herald Oposing team,Nb Baron oposing team,Nb Inib Oposing team,Nb Tower Oposing Team,skillshotsDodged,quickCleanse,soloKills,laneMinionsFirst10Minutes,goldPerMinute,gameLength
EUW1_7277688555,Upset,Fnatic,15.1.649.4112,CLASSIC,100,BOTTOM,BOTTOM,Lucian,17,8,4,2.62,16,True,3158,3031,1055,3508,3036,3094,3363,17448,51250,37006,5474,278,13,233,15,248,16,2,13,2,2,32.05,8300,8200,8369,8304,8345,8347,8226,8237,5011,5008,5005,4,21,62,7,-1,60,30,9,72,799,81,55,31,False,2,False,0,0,0,False,1,True,8,True,37,2,1,0,0,2,58,0,0,66,544.3341831024509,1923.236769108
EUW1_7277009127,Upset,Fnatic,15.1.649.4112,CLASSIC,200,BOTTOM,BOTTOM,Kalista,6,5,15,4.2,14,True,3124,3085,3006,3072,1043,1055,3363,11752,17686,18996,4360,478,22,182,23,205,34,2,11,5,2,25.166666666666668,8000,8300,8008,9111,9104,8299,8345,8347,5011,5008,5005,4,1,893,799,72,-1,23,-1,910,203,555,-1,29,False,4,True,0,0,0,False,1,True,5,True,15,0,1,0,0,4,16,0,0,84,466.91804403284254,1510.2452994950002
EUW1_7273922151,Upset,Fnatic,15.1.649.4112,CLASSIC,200,BOTTOM,BOTTOM,Xayah,11,4,10,5.25,13,True,3031,3508,3047,6675,0,0,3363,10995,24427,16641,2964,459,18,160,8,168,13,1,7,2,1,20.116666666666667,8000,8300,8008,8009,9103,8017,8345,8347,5011,5008,5005,4,21,200,112,107,30,86,72,112,234,62,92,30,False,2,True,1,1,0,False,0,False,4,False,15,0,0,0,0,1,3,0,1,73,546.3210503218711,1207.620850446
EUW1_7273570449,Upset,Fnatic,15.1.649.4112,CLASSIC,100,MIDDLE,BOTTOM,Kalista,14,7,13,3.86,17,True,3153,3124,3091,3006,1038,6665,3363,17238,35324,27587,8833,517,21,233,34,267,28,1,8,9,1,30.133333333333333,8000,8300,8008,9111,9104,8017,8345,8347,5011,5008,5005,4,1,119,39,-1,62,40,107,119,234,26,24,43,True,2,False,1,1,0,False,2,True,10,True,30,2,0,1,0,2,43,2,0,78,571.8806931227851,1808.563142956
EUW1_7273473344,Upset,Fnatic,15.1.649.4112,CLASSIC,200,BOTTOM,BOTTOM,Kaisa,13,5,10,4.6,16,True,3124,3157,6672,3006,3115,1052,3363,15887,39895,21788,4211,609,5,205,22,227,19,0,11,3,0,27.666666666666668,8000,8300,8008,9111,9104,8017,8345,8347,5011,5008,5005,4,21,-1,-1,42,55,107,200,555,119,78,893,38,True,2,True,1,1,1,True,1,True,7,True,21,1,0,0,0,4,22,0,2,79,573.8859183725797,1661.014500468
